rebalance_freq,window,sharpe
90,600,0.007685083640929776
90,630,-2.9307618501453618e-05
90,660,0.013198472412234274
90,690,-0.018167739069930956
90,720,0.006871884064460869
90,750,-0.018494457732634775
90,780,-0.00030518243562357154
90,810,0.007225271558752826
90,840,0.008045811104055117
90,870,0.005052884447735905
90,900,-0.004095440637366344
90,930,0.002803843048537982
90,960,0.012399983036881251
90,990,-0.011197384978704632
90,1020,0.008104507118402078
90,1050,0.010147458268380849
90,1080,-0.01686920281238214
90,1110,-0.016561115778550774
90,1140,0.02092543978594233
90,1170,-0.004671922540069111
90,1200,0.003503025466274393
90,1230,0.00037324062159122863
120,90,-0.008178984736554807
120,120,-0.010806067477427439
120,150,0.008741109742744517
120,180,0.008246510892281895
120,210,-0.022112955012059714
120,240,-0.012882993281280331
120,270,-0.008402511395883744
120,300,-0.013865918817514375
120,330,-0.003862388063390754
120,360,0.0001544768063041464
120,390,-0.008986078643597238
120,420,0.013740241059546715
120,450,0.010660405621522377
120,480,-0.0016777773173882718
120,510,-0.009977357186130164
120,540,-0.0010497341681626519
120,570,-0.002456897462679595
120,600,-0.013268541406968783
120,630,-0.0023530251155165767
120,660,-0.013958706796683073
120,690,-0.013767583365193587
120,720,0.016042279933737327
120,750,0.010369870483286704
120,780,0.006390285216124863
120,810,0.0002633126411211004
120,840,0.0015747198860277735
120,870,-0.007273531143543884
120,900,0.004528977985894346
120,930,-0.01176751300383997
120,960,0.00036587549495947075
120,990,0.001725713627833742
120,1020,-0.0062616922303333645
120,1050,0.014980911203022512
120,1080,0.009778253128712089
120,1110,0.014889373134596186
120,1140,-0.012441384720476385
120,1170,0.002251111882684841
120,1200,0.0059613707306642285
120,1230,0.0031376167518724005
150,90,-0.007531404180454659
150,120,0.0074147238077767776
150,150,0.013974183262490017
150,180,0.014704504973569328
150,210,0.007251066818953568
150,240,-0.007647317279824882
150,270,-0.0003309711410925758
150,300,-0.0181592540747105
150,330,0.002442211501056017
150,360,0.006668523066787469
150,390,0.0021644222319132035
150,420,-0.011640776646044996
150,450,0.004209894020994076
150,480,0.007805887301247848
150,510,-0.006790280026731554
150,540,-0.0008617465687016846
150,570,0.006387314085708588
150,600,0.0030620253714159803
150,630,-0.0052390506641799605
150,660,0.009825386701774488
150,690,-0.0051549180322825565
150,720,-0.0007188851743119018
150,750,-0.0071890133358022395
150,780,-0.0037491195593970022
150,810,0.015850746241626263
150,840,-0.010785467831791285
150,870,0.019671110584754004
150,900,-0.0017242786054090015
150,930,-0.0023703027446831787
150,960,-0.0010147344747560678
150,990,-0.018970259416437412
150,1020,0.00034059625230078473
150,1050,0.0009150046609035613
150,1080,-0.0019156375366009828
150,1110,0.010367620533827771
150,1140,-0.01762527072160945
150,1170,0.002083169355929427
150,1200,-0.0005221139095060714
150,1230,-0.004137495085402817
180,90,-0.023392315453082776
180,120,-0.01765845695647639
180,150,0.015253764659733552
180,180,-0.005876419817935789
180,210,0.002112743740122042
180,240,-0.014826213947630312
180,270,0.02002158151452092
180,300,0.012977991317866117
180,330,0.00800385368507077
180,360,0.002234599933047899
180,390,-0.00021594233107085885
180,420,0.019486335884028167
180,450,-0.003459973107253689
180,480,-0.017429585627467485
180,510,-0.004348481175246211
180,540,-0.004650600448851697
180,570,-0.004966390162079894
180,600,-0.022579465584888464
180,630,-0.0007379873832032616
180,660,0.002526062466111911
180,690,0.0038408413236213305
180,720,-0.00021740468046452157
180,750,0.010980442578227816
180,780,0.009884224708927093
180,810,0.01867776786678764
180,840,0.012163938135606055
180,870,-0.008619073859087362
180,900,0.004901217167979789
180,930,0.008440684177684775
180,960,-0.00900222499503042
180,990,0.019179101580720295
180,1020,0.01656674809216482
180,1050,0.005945972390063845
180,1080,-0.005202097051823458
180,1110,0.008059788018301765
180,1140,-0.006499459909191356
180,1170,0.00514801795191825
180,1200,-0.021867394785671818
180,1230,0.0017262298303548117
210,90,0.008798992979897953
210,120,0.002319093392764732
210,150,-0.012861650637987342
210,180,0.02201677931028788
210,210,0.022075856393388636
210,240,-0.0027375505822018627
210,270,0.009238119884506724
210,300,-0.007891068277343176
210,330,-0.006065889260210818
210,360,-0.015650240293629037
210,390,-0.0007489450291153325
210,420,0.0026893399435614935
210,450,-0.0005939304555420407
210,480,-0.0055186535723730544
210,510,-0.011209445290575147
210,540,0.023451809492429344
210,570,0.012827733410177095
210,600,-0.01185820132909602
210,630,0.016266447206783583
210,660,-0.018570892324203347
210,690,0.0009104570886362644
210,720,0.0022387485750382905
210,750,-0.010937306279446753
210,780,-0.00829512032208633
210,810,-0.016839165347510388
210,840,0.00963116283457612
210,870,-0.0017878140259724768
210,900,0.010634789377101345
210,930,0.0002462055868588281
210,960,0.008438024067118804
210,990,-0.01743140604302705
210,1020,-0.0044415063843304525
210,1050,-0.002417041529386746
210,1080,-0.008382909575319245
210,1110,-0.014712023811097541
210,1140,-0.016818301281304845
210,1170,-0.013404236931228017
210,1200,-0.0007435645253436674
210,1230,0.003124124430024579
240,90,9.243811812408423e-05
240,120,-0.008351084789834113
240,150,-0.012471649499845108
240,180,-0.004301086359924753
240,210,0.00543253192884332
240,240,-0.005444819268061461
240,270,0.009954419386888312
240,300,-0.005931113939188034
240,330,0.002073972751373627
240,360,0.0005323865046522472
240,390,-0.00021215978071341418
240,420,0.014581459714967994
240,450,0.012945496286691961
240,480,0.005578355164082221
240,510,0.0004763477781057847
240,540,0.0031940638880478475
240,570,-0.0009163054178776481
240,600,0.003696823654159277
240,630,-0.00716163407968278
240,660,-0.003636455691670762
240,690,0.021227741114091283
240,720,0.004337941429700377
240,750,-0.010188688468803041
240,780,-0.009472180301178468
240,810,-0.004748808589450817
240,840,-0.014861702126055582
240,870,-0.012398085530845092
240,900,0.005962528380559329
240,930,0.009223344871375645
240,960,-0.018303663434526187
240,990,-0.0023279487943622256
240,1020,0.008259621718593846
240,1050,0.006292757037006739
240,1080,-0.003199244836507576
240,1110,-0.004753378122249125
240,1140,0.0021301772963030594
240,1200,-0.001214538219916006
240,1170,-0.0031703167906927403
240,1230,-0.009788831210951714
270,90,0.0035101760859188235
270,120,-0.010943656370876687
270,150,-0.009404756683542391
270,180,0.0035169584335318165
270,210,0.005934353491741936
270,270,0.018647582224706506
270,240,0.012271314812889756
270,300,0.0010648904367855192
270,330,0.01965019002116829
270,360,-0.005196451166487141
270,390,-0.008480108860012273
270,420,-0.003123631447511394
270,450,-0.003914091972837891
270,480,-0.0005051230085689642
270,510,0.017264934232961517
270,540,0.003106862245516805
270,570,0.006603696428493144
270,600,0.0005489235408824893
270,630,-0.014472272277710918
270,660,-0.011358267399235959
270,690,-0.000917101741842345
270,720,0.010618915268930853
270,750,0.008086486728210858
270,780,0.00502812156432917
270,810,0.01623256598790626
270,840,-0.002139510686966845
270,870,0.008988858801030931
270,900,-0.009455312136179088
270,930,-0.004924240199348584
270,960,0.007424637669859673
270,990,0.0058150541319622875
270,1020,-0.00018902516455211981
270,1050,-0.020931939092935933
270,1080,0.006226033971078037
270,1110,0.0003631083724077843
270,1140,0.008764632254784747
270,1170,-0.0051555443682970055
270,1200,0.008314142645999402
270,1230,0.0030181548292200345
300,90,-0.014304266405760577
300,120,-0.006138780187285776
300,150,-0.021655838374564442
300,180,-0.007015194811074824
300,210,-0.0007343535878205275
300,240,0.012556944277441869
300,270,0.01146263192995842
300,300,-0.001109676101421525
300,330,0.009955501857358195
300,360,-0.007230914568625543
300,390,0.00919139861975919
300,420,-0.0043464184952078854
300,450,-0.006325957627043965
300,480,-0.010631432554728246
300,510,0.015884583973990764
300,540,-0.006153446294097909
300,570,0.0025984537753877663
300,600,-0.007242147697669295
300,630,-0.001025739888104024
300,660,-0.018762486636432714
300,690,-0.012421095576522951
300,720,-0.015100205828535749
300,750,0.00034185948959782893
300,780,-0.0030568578596136885
300,810,-0.016687123281968325
300,840,0.0013588597210239426
300,870,0.01056228821116186
300,900,-0.013377621151173571
300,930,-0.003617477406649107
300,960,-0.016606223693120058
300,990,-0.01211140475485115
300,1020,0.020550068254423817
300,1050,-0.01600636182538686
300,1080,-0.014892063553317873
300,1110,-0.009838182853364416
300,1140,0.0019065895330830282
300,1170,-0.006039840561983667
300,1200,0.004959370752121992
300,1230,0.003299604687525727
330,90,0.014816638936867691
330,120,-0.007951305893022828
330,150,0.010380812690158196
330,180,-0.019600717777777523
330,210,-0.0011308840001348554
330,240,-0.0044929974871808255
330,270,0.010671188155552713
330,300,-0.005550167252964271
330,330,-0.011982585742063227
330,360,0.01703591419150921
330,390,0.0016918466789356216
330,420,-0.0008352268982139474
330,450,-0.005026682273831286
330,480,0.006293080511702221
330,510,0.012737199624604121
330,570,0.01998504110392067
330,540,-0.0012804789406163652
330,600,-0.002919014827792922
330,630,-0.0007766470276880627
330,660,-0.008447469775449558
330,690,0.010192748382973064
330,720,0.016230323902636838
330,750,0.005929541676288082
330,780,0.002627590434426171
330,810,0.002061889776710238
330,840,-0.016710920599227658
330,870,-0.0036976241152154817
330,900,0.005490745429882388
330,930,-0.018593156653110423
330,960,-0.00940838688642716
330,990,0.018833055007854916
330,1020,0.01891657068719235
330,1050,-0.001660092504917775
330,1080,0.006407856282813952
330,1110,-0.011461837889920145
330,1140,-0.00038547110163340576
330,1170,-0.01663125759523337
330,1200,0.0010241984483634807
330,1230,-0.0013359751956422497
360,90,0.005141358618148329
360,120,0.013252247660300937
360,150,0.011355223681532897
360,180,-0.008252813488835904
360,210,0.008722515836305957
360,240,0.00848511412435417
360,270,-0.00133161495127278
360,300,-0.011831500764113245
360,330,0.013855254860054558
360,360,-0.0022831936338985792
360,390,0.007905067003535764
360,420,0.010011912791240737
360,450,-0.008715031928253656
360,480,-0.005611065766429161
360,510,0.010374992826605471
360,540,-0.018337218633018532
360,570,0.0014311598952647393
360,600,-0.017105270583825428
360,630,-0.009978122199709172
360,660,-0.016352426861972198
360,690,-0.003987076133335611
360,720,0.007985047605088575
360,750,0.015350953497026186
360,780,0.014735707743611732
360,810,0.0036559751825859777
360,840,-0.02295021295169507
360,870,-0.020789479248288008
360,900,-0.005348993119151166
360,930,-0.0058436707855080375
360,960,-0.015560610352799632
360,990,-0.005662417990297402
360,1050,0.0034311365468878384
360,1020,-0.02010043458529202
360,1080,-0.018355951969932595
360,1140,0.003564532937181855
360,1110,-0.0018481394076038298
360,1170,0.00270379963554971
360,1200,0.007710155223658619
360,1230,0.007668903892018701
390,90,0.008209714839113706
390,120,-0.010369847798455407
390,150,0.008769655716642663
390,180,0.010600776406356368
390,210,-0.010604127462407143
390,240,-0.01108449558365233
390,270,0.0009096570473518091
390,300,-0.0019333576944477405
390,330,-0.001173340946883111
390,360,-0.004986327387917771
390,390,0.002612268539518076
390,420,0.01856782570588943
390,450,-0.003513725466206816
390,480,0.005755947048918668
390,510,0.00026680682421970797
390,540,-0.009467844378555471
390,570,-0.016566483733223628
390,600,0.006659880849850306
390,660,-0.009553082329879751
390,630,0.009331801951897225
390,690,0.0001635134946777738
390,720,0.015053432045933512
390,750,0.003072470743446022
390,780,0.008803621917007867
390,810,0.015328101663138674
390,840,0.003905289061592988
390,870,-0.0005766156618988861
390,900,0.013209839421193914
390,930,0.020073610405999934
390,960,0.0002569855942915288
390,990,0.013271493325722902
390,1020,0.009514551271326789
390,1050,0.021179719253011303
390,1080,0.013062226712381905
390,1110,0.002397321623888549
390,1140,0.0037507526815033633
390,1170,0.012757167625766565
390,1200,-0.01882180992535304
390,1230,0.02224949885767544
420,90,-0.0047496473927209236
420,120,0.006477265615465348
420,150,0.0021970415746025264
420,180,0.003388754076863142
420,210,-0.004157744638739317
420,240,4.0000009511315565e-06
420,270,0.0015883958444022177
420,300,-0.0003224676668175036
420,330,-0.00012675842158175413
420,360,-0.011144501808153053
420,390,0.00014524388671864646
420,420,-0.0009698865751424204
420,450,0.006879979098347046
420,480,0.005663374404249772
420,510,0.005048412659938937
420,540,0.014520821945060923
420,570,-0.005197962137634212
420,600,-0.020734946274715785
420,630,0.008938167737744947
420,660,0.009498421507717078
420,690,0.014394211584389301
420,720,-0.010245523137810084
420,750,-0.003522402960867285
420,780,0.012547371545101672
420,810,0.004836917806842656
420,840,-0.011856825216539059
420,870,0.006766377387329983
420,900,0.015284286710373919
420,930,0.01142019106359358
420,960,0.005774792831999394
420,990,0.018649367879466316
420,1020,-0.004272921088743248
420,1050,-0.02275637810556455
420,1080,-0.020611698182502768
420,1110,0.01754975686649251
420,1140,-0.0076193309044098115
420,1170,-0.001787600585284626
420,1200,0.017079236264802337
420,1230,-0.0006330386816192287
450,90,-0.006206731454189296
450,120,-0.012228129204459736
450,150,0.00496538476773707
450,180,0.01617203035969556
450,210,0.010574994993303433
450,240,-0.01010983497086379
450,270,-0.0059703429230125345
450,300,-0.00542213401701166
450,330,-0.009193519058685599
450,360,-0.013543479426085556
450,390,0.00036856546951293006
450,420,0.01569221698740255
450,450,0.0032112826504149252
450,480,-0.01941197569870705
450,510,-0.0026735690861130184
450,540,-0.008261674756803263
450,570,0.005352322226443808
450,600,-0.020805416953971933
450,630,0.001534006106867356
450,660,0.0026104987262023263
450,690,-0.01129482007508667
450,720,-0.006468775614515008
450,750,0.009337833137804799
450,780,-0.0036271488297012775
450,810,0.002001258589999624
450,840,0.02016201041763909
450,870,-0.0014304676018922215
450,900,-0.00103199853709086
450,930,0.004029315637960063
450,960,0.003991112654452132
450,990,-0.007211114956009803
450,1020,0.012666431483473937
450,1050,0.008679878788141995
450,1080,-0.0009774253193353738
450,1110,-0.010511551102216635
450,1140,0.0024856813334901444
450,1170,-0.003990172960734652
450,1200,-0.0018994420471147974
450,1230,0.012716933206397163
480,90,0.009951947274769252
480,120,0.015723472429191976
480,150,0.008055858463357584
480,180,-0.014342038598662381
480,210,-0.015365035866191704
480,240,-0.01574991546020734
480,270,-0.005518361527725744
480,300,-0.00420110419736847
480,330,-0.012878691065179651
480,360,0.0158231244803677
480,390,-0.01883286231552342
480,420,0.0021218664022440875
480,450,0.0015104249308023315
480,480,-0.01732541967115393
480,510,-0.01715150274496493
480,540,-0.010020179377301021
480,570,-0.013194888638095365
480,600,0.0038052734601847333
480,630,-0.01564974645539312
480,660,-0.006163072659885203
480,690,-0.0036438404839334317
480,720,-0.007344869026380902
480,750,0.0032356043620407767
480,780,-0.0154679778179103
480,810,-0.003338672256670864
480,840,-0.004256761773507846
480,870,-0.00837864649103862
480,900,-0.0029091598905911934
480,930,-0.0014425585639777669
480,960,0.023299881148614743
480,990,-0.01172234113828758
480,1020,0.015931435281897072
480,1050,-0.0022929292175675534
480,1080,0.015181455434201706
480,1110,0.006959367205327184
480,1140,0.004066178782749882
480,1170,0.005513331429845836
480,1200,0.018083262318477622
480,1230,-0.012619481262170494
510,90,-0.0021530811101046618
510,120,-0.0037501709763561515
510,150,-0.0034966337852879127
510,180,-0.002320056831990958
510,210,-0.00293243344910825
510,240,0.0069060450767024755
510,270,0.011731614856780776
510,300,0.007238142591939912
510,330,0.013645752811902489
510,360,0.007476358750795626
510,390,0.011358811676674978
510,420,-0.006379501699567559
510,450,0.004405243568510327
510,480,-0.00368430963210432
510,510,0.015218353819029187
510,540,0.012744851205815663
510,570,0.005702779755120886
510,600,-0.019891813139007123
510,630,-0.0037218273397669676
510,660,-0.01405327238187027
510,690,0.008973660579972061
510,720,-0.0007545030326938627
510,750,-0.011648527842020355
510,780,-0.002710417075299719
510,810,0.003203822038231536
510,840,-0.001964023379517362
510,870,-0.0001077382096601265
510,900,0.005479025468330854
510,930,-0.01615103647396325
510,960,0.002529943086092175
510,990,0.0008866864988838998
510,1020,0.007147033270189936
510,1050,-0.008576907364498065
510,1080,-0.0008105239363074467
510,1110,0.010593206173441982
510,1140,-0.01798003854288115
510,1170,0.005503718281414612
510,1200,0.005103608816393345
510,1230,-0.012024314830529854
540,90,0.015648723248544633
540,120,-0.007979366375195855
540,150,0.01787366355352657
540,180,0.003154724560649566
540,210,0.019572400130975172
540,240,-0.0006191447059363086
540,270,0.008546176226455073
540,300,-0.0003394656628785284
540,330,0.0026422101600567394
540,360,0.002901618843651039
540,390,-0.007867340689345134
540,420,0.00226388390190387
540,450,0.004746023739533921
540,480,0.00853785353999901
540,510,0.0035419234715171615
540,540,0.005014117511316141
540,570,0.009743000011516506
540,600,-0.0018718771392150484
540,630,-0.013984978723108868
540,660,-0.01540152943212648
540,690,-0.0004651344226851389
540,720,-0.012902469751428305
540,750,-0.0003261633501793234
540,780,0.012553408100624294
540,810,0.013876462499556416
540,840,0.0028365850570203945
540,870,-0.0017538001078301769
540,900,0.0031330405005842595
540,930,0.021028242383880444
540,960,0.014751004344917279
540,990,-0.01217332701352495
540,1020,0.01807076748591204
540,1050,0.01573695695074453
540,1080,0.00019200816391630595
540,1110,0.006474053850318027
540,1140,0.00975937855315794
540,1170,-0.009297445592935199
540,1200,-0.007889078682518796
540,1230,0.004431480463278479
570,90,-0.0035187888161985928
570,120,0.0002815465739230012
570,150,0.01070615889097856
570,180,-0.0030814117060943167
570,210,0.008605148682510983
570,240,-0.0014371861964652382
570,270,0.015365062278264209
570,300,-0.017172612740739678
570,330,0.016608854471172933
570,360,0.002619377661382187
570,390,-0.002857995773722306
570,420,-0.009233182254490036
570,450,0.021570630012873137
570,480,-0.000696875582321794
570,510,-0.0003606470228034608
570,540,0.0140482125820541
570,570,-0.0016630493903489884
570,600,0.008285232104514807
570,630,-0.015073504015186319
570,660,0.0009781834771971768
570,690,0.012369211146749605
570,720,0.005759744738066651
570,750,0.006316799792095379
570,780,0.009028384584245397
570,810,-0.0016957030291938804
570,840,-0.0077375629963856085
570,870,-0.003554569771544445
570,900,-0.0006966613193400935
570,930,-0.017182528808584414
570,960,0.0015168946636117564
570,990,-0.0009930189383578032
570,1020,-0.0183310728009973
570,1050,0.0021779261502558487
570,1080,0.00937553606824685
570,1110,-0.016799744794564326
570,1140,-0.00035397853158250964
570,1170,0.007066449014806088
570,1200,0.018819626676270716
570,1230,0.003552087222935074
600,90,-0.008173413591937816
600,120,0.0010414297435975303
600,150,-0.024592677923974487
600,180,0.0015904778725659905
600,210,0.007471269820358406
600,240,-0.007896853402480673
600,270,0.0026583598320559167
600,300,0.012230235637246742
600,330,0.007819632272641932
600,360,-0.006152127362195318
600,390,-0.008623215586033947
600,420,0.008244063709195865
600,450,0.019616742707336734
600,480,-0.00903737102252893
600,510,0.01402281903130006
600,540,-0.009985952667107787
600,570,0.0033450092221941636
600,600,0.02088155115552593
600,630,0.020627928349392324
600,660,-0.009568300229037064
600,690,-0.0021489613851653215
600,720,0.012663818926165015
600,750,-0.017441357585693328
600,780,-0.014046882589649298
600,810,0.010633757611839382
600,840,-0.011284268665733831
600,870,0.019315157599008273
600,900,-0.001371282127603912
600,930,0.00017886542444972155
600,960,0.012745817122529673
600,990,0.0024885121157662586
600,1020,-0.00017047921398434654
600,1050,0.016345544628472212
600,1080,0.00777674499828869
600,1110,-0.007301890857311477
600,1140,-0.006821791453543819
600,1170,-0.01475024230227906
600,1200,0.000968640032945152
600,1230,0.020914162661937095
630,90,0.012410729383719479
630,120,0.010015069691840545
630,150,-0.01175055884328123
630,180,-0.0063581631892570935
630,210,0.003211161144609369
630,240,-0.004598874506655347
630,270,-0.0036269360061047824
630,300,0.0010152136545221759
630,330,0.006851984908096158
630,360,-0.006596846381428874
630,390,0.008913545633662843
630,420,-0.011459903728552188
630,450,0.0037345617476332226
630,480,-0.008384871899521822
630,510,-0.002608647032849678
630,540,-0.0023046664594995785
630,570,-0.0005095065827628587
630,600,0.008986310993869767
630,630,0.012786168868199789
630,660,0.00017210640083460926
630,690,0.020367988685971696
630,720,-0.0015687004381934758
630,750,0.000481470789605241
630,780,0.0077693540308383146
630,810,0.00021526755528900813
630,840,-0.002546406401418855
630,870,-0.012327296381869787
630,900,-0.0004625392516413243
630,930,0.0016764794411462229
630,960,-0.010907447902483004
630,990,-0.022212002751242382
630,1020,-0.017198552942937723
630,1050,0.022462902303231023
630,1080,0.0034735357103429947
630,1110,-0.003270257849588732
630,1140,-0.0001622989601992039
630,1170,0.008924254340440824
630,1200,-0.014254303334002974
630,1230,-0.0023513419346522244
660,90,0.012162124838830047
660,120,-0.0015932608674885215
660,150,-0.016159468685667883
660,180,-0.0032532411885944053
660,210,0.0090900861128999
660,240,-0.020569486634915774
660,270,-0.01119969055666378
660,300,-0.010513904630814716
660,330,-0.019367664967327405
660,360,-0.001553398587489394
660,390,-0.017099109139769142
660,420,-0.003031312645204261
660,450,-0.009077971926458457
660,480,0.013050034258583984
660,510,0.01721663207588633
660,540,0.0012064298601721527
660,570,-0.008840703888399082
660,600,0.0077433572608049134
660,630,0.012317354677428153
660,660,3.237081986595802e-05
660,690,-0.005463519963884274
660,720,0.007755864304138429
660,750,0.0007918049405962967
660,780,0.005222596443326897
660,810,-0.019144762076762332
660,840,0.007584951151850298
660,870,-0.006016386869722819
660,900,-0.021437311249745888
660,930,-0.0017423701895268853
660,960,-0.007492828407973527
660,990,0.002785228300847884
660,1020,-0.0037087233419054863
660,1050,-0.012760571525041332
660,1080,0.011936824949065821
660,1110,0.005614274207409658
660,1140,0.003613943464730972
660,1170,0.005423512039060212
660,1200,0.01604103314853863
660,1230,0.0009096417884135848
690,90,0.002405219626041414
690,120,0.000992016927916745
690,150,0.011309332874834533
690,180,-0.010681143912670889
690,210,-0.00045238880140706486
690,240,0.00948551725531661
690,270,-0.0010698433700926273
690,300,-0.005958873693377033
690,330,-0.005139197090859826
690,360,-0.0022105337729605066
690,390,-0.018688122887221218
690,420,0.006321304606217362
690,450,-0.0146952163062436
690,480,0.001333714016720063
690,510,0.0010445982140722767
690,540,0.009050845779405656
690,570,0.00810098633375898
690,600,-0.013365768126558724
690,630,0.004204563682427336
690,660,-0.012329161334261941
690,690,0.009809926860505186
690,720,-0.020730411509546822
690,750,0.012951416275625531
690,780,-0.003338041032954574
690,810,0.0017104858350768684
690,840,-0.009741730648623036
690,870,0.003033820703117474
690,900,-0.0013127839514352213
690,930,0.021726270569905025
690,960,0.009348585628010725
690,990,-0.01752518221698989
690,1020,0.008563882465937292
690,1050,-0.007654883461868566
690,1080,0.00913469454230135
690,1110,0.006670382660385245
690,1140,-0.0005039243066355604
690,1170,0.0009704772998081349
690,1200,0.013181808530043847
690,1230,0.0030639328009413173
720,90,-0.0010739217014244966
720,120,0.011594466672388695
720,150,0.014240959319954248
720,180,-0.0006111782022662835
720,210,-0.011306316815559261
720,240,-0.006885184513878395
720,270,-0.01413912477737148
720,300,-0.016464884710480954
720,330,-0.006846733260803398
720,360,0.012531733216144834
720,390,0.0042629536967582725
720,420,0.01382377801549196
720,450,0.0092843663071513
720,480,0.006724543522326212
720,510,0.01221197316172728
720,540,-0.007499741799943643
720,570,-0.01208012854778106
720,600,0.008344745286196721
720,630,-0.0024157642514073836
720,660,0.002089984044886037
720,690,0.007172611951001505
720,720,0.005577864533620321
720,750,-0.015185202717626314
720,780,0.004089346495413154
720,810,-0.014110778284968407
720,840,-0.0007213622306723625
720,870,-0.013485466438447849
720,900,-0.003695118849228914
720,930,-0.00769675696257271
720,960,0.0035077136224426
720,990,0.007007209468811808
720,1020,0.011061906539187864
720,1050,0.014283727070313166
720,1080,-0.0029592228471891635
720,1110,0.00689122625861876
720,1140,0.006415245161963811
720,1170,0.012843749420399063
720,1200,-0.01349773342226496
720,1230,-0.004477795541446262
750,90,0.012742863462742553
750,120,-0.015421383143183255
750,150,-0.012987085844120965
750,180,-0.012165971832936643
750,210,-0.0028296403367662677
750,240,0.00966490327429284
750,270,-0.001154575364048114
750,300,0.00880647441162163
750,330,0.015185275942268605
750,360,-0.0005337939326445196
750,390,0.0002643793140196865
750,420,0.007330040968075919
750,450,-0.006607605683687478
750,480,-0.00013941509647357088
750,510,0.0011569149876460624
750,540,-0.015896907085449847
750,570,-0.02122347724655204
750,600,-0.0162564886111584
750,630,-0.003898871439325729
750,660,-0.0011911689211501137
750,690,0.015006666792133761
750,720,-0.01889096653758564
750,750,0.016006582733851873
750,780,0.008737509435127595
750,810,0.00012026135274483766
750,840,0.0047348791550964634
750,870,0.013931312201189218
750,900,-0.014259052966915549
750,930,0.010428738187134063
750,960,-0.008478515182164845
750,990,0.01214214996231585
750,1020,0.007636796555647255
750,1050,0.0013875716019557103
750,1080,0.014839235023249263
750,1110,0.014721567768734217
750,1140,0.004969129424243122
750,1170,-0.019309117796416843
750,1200,0.00236469680487434
750,1230,0.00160332413337562
780,90,0.0009591736721739916
780,120,0.00125622327999932
780,150,-0.006050909436547556
780,180,0.0023961034428503464
780,210,0.002124085586966428
780,240,-0.014936773703525065
780,270,-0.013954764384868467
780,300,0.014442696225176594
780,330,0.003167960948772099
780,360,0.0205259410258802
780,390,0.018998949523111316
780,420,0.0008551427796900148
780,450,-0.00866012855740062
780,480,-0.01261466225934488
780,510,0.007411025055965443
780,540,0.014731590679681448
780,570,-0.01848352899525453
780,600,0.003368874802505852
780,630,-0.002934284478417309
780,660,0.01643809138376833
780,690,-0.016656556386722487
780,720,-0.008529911423818362
780,750,-0.01003629162512674
780,780,0.0005790957707481284
780,810,0.008968760197078882
780,840,0.005796884245517558
780,870,-0.00296229475477098
780,900,-0.008267419773804819
